AfterHoursChangeRealtime	AnnualizedGain	Ask	AskRealtime	AverageDailyVolume	Bid	BidRealtime	BookValue	Change	ChangeFromFiftydayMovingAverage	ChangeFromTwoHundreddayMovingAverage	ChangeFromYearHigh	ChangeFromYearLow	ChangePercentRealtime	ChangeRealtime	Change_PercentChange	ChangeinPercent	Commission	Currency	DaysHigh	DaysLow	DaysRange	DaysRangeRealtime	DaysValueChange	DaysValueChangeRealtime	DividendPayDate	DividendShare	DividendYield	EBITDA	EPSEstimateCurrentYear	EPSEstimateNextQuarter	EPSEstimateNextYear	EarningsShare	ErrorIndicationreturnedforsymbolchangedinvalid	ExDividendDate	FiftydayMovingAverage	HighLimit	HoldingsGain	HoldingsGainPercent	HoldingsGainPercentRealtime	HoldingsGainRealtime	HoldingsValue	HoldingsValueRealtime	LastTradeDate	LastTradePriceOnly	LastTradeRealtimeWithTime	LastTradeTime	LastTradeWithTime	LowLimit	MarketCapRealtime	MarketCapitalization	MoreInfo	Name	Notes	OneyrTargetPrice	Open	OrderBookRealtime	PEGRatio	PERatio	PERatioRealtime	PercebtChangeFromYearHigh	PercentChange	PercentChangeFromFiftydayMovingAverage	PercentChangeFromTwoHundreddayMovingAverage	PercentChangeFromYearLow	PreviousClose	PriceBook	PriceEPSEstimateCurrentYear	PriceEPSEstimateNextYear	PricePaid	PriceSales	SharesOwned	ShortRatio	StockExchange	Symbol	TickerTrend	TradeDate	TwoHundreddayMovingAverage	Volume	YearHigh	YearLow	YearRange	symbol
null	null	6.48	null	6212	6.43	null	0.00	0.09	0.18	0.79	-0.28	1.58	null	null	0.09 - 1.41%	1.41%	null	CAD	6.50	6.45	6.45 - 6.50	null	null	null	4/18/2016	null	null	0.00	null	0.00	null	null	null	2/25/2016	6.31	null	null	null	null	null	null	null	4/8/2016	6.49	null	3:29pm	3:29pm - <b>6.49</b>	null	null	53.16B	null	CHORUS AVIATION INC CL A	null	null	6.45	null	0.00	32.45	null	-4.14%	1.41%	2.82%	13.76%	32.18%	6.40	null	null	null	null	null	null	0.00	TOR	CHR-A.to	null	null	5.70	2500	6.77	4.91	4.91 - 6.77	CHR.A
null	null	12.39	null	66076	12.36	null	0.00	0.08	-0.02	0.57	-0.54	1.82	null	null	0.08 - 0.65%	0.65%	null	CAD	12.41	12.31	12.31 - 12.41	null	null	null	4/15/2016	null	null	0.00	null	0.00	null	null	null	2/25/2016	12.41	null	null	null	null	null	null	null	4/8/2016	12.39	null	4:00pm	4:00pm - <b>12.39</b>	null	null	1130.18B	null	CHOICE PROPERTIES REIT	null	null	12.36	null	0.00	null	null	-4.18%	0.65%	-0.15%	4.80%	17.22%	12.31	null	null	null	null	null	null	0.00	TOR	CHP-UN.to	null	null	11.82	39208	12.93	10.57	10.57 - 12.93	CHP.UN
null	null	6.46	null	259951	6.42	null	0.00	0.04	0.14	0.74	-0.33	1.70	null	null	0.04 - 0.62%	0.62%	null	CAD	6.51	6.41	6.41 - 6.51	null	null	null	4/18/2016	null	null	0.00	null	0.00	null	null	null	2/25/2016	6.31	null	null	null	null	null	null	null	4/8/2016	6.45	null	4:00pm	4:00pm - <b>6.45</b>	null	null	735.56B	null	CHORUS AVIATION INC CL B	null	null	6.41	null	0.00	null	null	-4.87%	0.62%	2.23%	13.02%	35.79%	6.41	null	null	null	null	null	null	0.00	TOR	CHR-B.to	null	null	5.71	139540	6.78	4.75	4.75 - 6.78	CHR.B
null	null	50.99	null	142308	50.87	null	12.11	0.09	0.79	2.02	-0.61	8.89	null	null	0.09 - 0.18%	0.18%	null	CAD	51.02	50.44	50.44 - 51.02	null	null	null	4/29/2016	1.56	3.05	242.78M	null	0.57	null	2.12	null	3/29/2016	50.10	null	null	null	null	null	null	null	4/8/2016	50.89	null	4:00pm	4:00pm - <b>50.89</b>	null	null	3.22B	null	CINEPLEX INC.	null	null	51.02	null	1.28	24.00	null	-1.18%	0.18%	1.57%	4.14%	21.17%	50.80	4.19	24.82	21.56	null	2.35	null	8.66	TOR	CGX.to	null	null	48.87	67702	51.50	42.00	42.00 - 51.50	CGX
null	null	3.07	null	null	3.00	null	0.00	0.02	3.02	3.02	-0.60	0.42	null	null	0.02 - 0.67%	0.67%	null	CAD	3.02	3.02	3.02 - 3.02	null	null	null	4/15/2016	null	null	0.00	null	0.00	null	-0.24	null	null	0.00	null	null	null	null	null	null	null	4/8/2016	3.02	null	3:08pm	3:08pm - <b>3.02</b>	null	null	62.13B	null	CITADEL INCOME FUND	null	null	3.02	null	0.00	null	null	-16.57%	0.67%	inf%	inf%	16.15%	3.00	null	null	null	null	null	null	0.00	TOR	CTF-UN.to	null	null	0.00	2000	3.62	2.60	2.60 - 3.62	CTF.UN
null	null	27.99	null	1168	27.25	null	30.78	0.00	0.09	-1.12	-2.86	0.49	null	null	0.00 - 0.00%	0.00%	null	CAD	27.25	27.25	27.25 - 27.25	null	null	null	7/24/2015	0.10	0.37	36.42M	null	0.00	null	2.75	null	7/6/2015	27.16	null	null	null	null	null	null	null	4/8/2016	27.25	null	3:17pm	3:17pm - <b>27.25</b>	null	null	414.58M	null	CLAIRVEST GROUP	null	null	27.25	null	0.00	9.91	null	-9.50%	0.00%	0.33%	-3.94%	1.83%	27.25	0.89	null	null	null	5.90	null	0.25	TOR	CVG.to	null	null	28.37	600	30.11	26.76	26.76 - 30.11	CVG
null	null	157.00	null	48	135.00	null	133.00	0.00	6.34	11.99	-52.51	23.68	null	null	0.00 - 0.00%	0.00%	null	CAD	157.50	157.50	157.50 - 157.50	null	null	null	10/20/2015	8.58	5.92	17.97B	null	0.00	null	14.40	null	9/8/2015	151.16	null	null	null	null	null	null	null	3/28/2016	157.50	null	10:46am	10:46am - <b>157.50</b>	null	null	70.32B	null	CNOOC LIMITED	null	null	null	null	0.00	10.94	null	-25.00%	0.00%	4.20%	8.24%	17.70%	157.50	1.18	null	null	null	2.02	null	14.71	TOR	CNU.to	null	null	145.51	24	210.01	133.82	133.82 - 210.01	CNU
null	null	1.48	null	1662130	1.45	null	0.78	0.05	0.17	0.54	-0.10	0.96	null	null	0.05 - 3.52%	3.52%	null	CAD	1.48	1.41	1.41 - 1.48	null	null	null	null	null	null	43.09M	0.14	0.03	null	0.10	null	null	1.30	null	null	null	null	null	null	null	4/8/2016	1.47	null	4:00pm	4:00pm - <b>1.47</b>	null	null	286.61M	null	CLAUDE RES	null	null	1.41	null	0.00	14.55	null	-6.37%	3.52%	12.90%	58.52%	188.24%	1.42	1.82	10.50	12.25	null	2.68	null	0.03	TOR	CRJ.to	null	null	0.93	1222916	1.57	0.51	0.51 - 1.57	CRJ
null	null	68.30	null	88825	68.04	null	36.87	0.02	1.06	3.26	-5.51	9.94	null	null	0.02 - 0.03%	0.03%	null	CAD	68.60	67.83	67.83 - 68.60	null	null	null	2/9/2016	1.56	2.53	955.76M	5.64	1.51	null	5.31	null	1/22/2016	67.20	null	null	null	null	null	null	null	4/8/2016	68.26	null	4:00pm	4:00pm - <b>68.26</b>	null	null	3.34B	null	COGECO COMMUNICATIONS INC	null	null	68.52	null	1.23	12.85	null	-7.47%	0.03%	1.57%	5.02%	17.04%	68.24	1.85	12.10	11.53	null	1.60	null	10.00	TOR	CCA.to	null	null	65.00	121024	73.77	58.32	58.32 - 73.77	CCA
null	null	107.00	null	null	105.60	null	0.00	-0.10	null	null	0.00	0.01	null	null	-0.10 - -0.09%	-0.09%	null	CAD	105.90	105.89	105.89 - 105.90	null	null	null	null	null	null	null	null	0.00	null	null	null	null	null	null	null	null	null	null	null	null	4/8/2016	105.90	null	9:44am	9:44am - <b>105.90</b>	null	null	null	null	CINEPLEX INC 4.50 PCT DEBS	null	null	null	null	0.00	null	null	0.00%	-0.09%	null	null	0.01%	106.00	null	null	null	null	null	null	null	TOR	CGX-DBA.to	null	null	null	33000	105.90	105.89	105.89 - 105.90	CGX.DB.A
null	null	0.94	null	23408	0.89	null	3.51	-0.01	0.01	-0.06	-0.79	0.21	null	null	-0.01 - -1.11%	-1.11%	null	CAD	0.90	0.88	0.88 - 0.90	null	null	null	11/17/2014	0.00	0.00	26.31M	0.02	0.05	null	-1.92	null	10/29/2014	0.88	null	null	null	null	null	null	null	4/8/2016	0.89	null	3:54pm	3:54pm - <b>0.89</b>	null	null	24.46M	null	COLABOR GROUP INC.	null	null	0.89	null	1.84	null	null	-47.02%	-1.11%	1.27%	-6.66%	30.88%	0.90	0.26	44.50	5.93	null	0.02	null	3.40	TOR	GCL.to	null	null	0.95	8000	1.68	0.68	0.68 - 1.68	GCL
null	null	54.95	null	10506	54.00	null	37.32	-0.80	-0.74	0.72	-4.94	5.97	null	null	-0.80 - -1.46%	-1.46%	null	CAD	55.03	54.00	54.00 - 55.03	null	null	null	2/9/2016	1.18	2.10	975.82M	6.09	1.78	null	5.23	null	1/22/2016	54.89	null	null	null	null	null	null	null	4/8/2016	54.15	null	3:45pm	3:45pm - <b>54.15</b>	null	null	905.71M	null	COGECO INC	null	null	55.03	null	1.61	10.35	null	-8.36%	-1.46%	-1.35%	1.34%	12.39%	54.95	1.47	8.89	8.97	null	0.41	null	2.23	TOR	CGO.to	null	null	53.43	10874	59.09	48.18	48.18 - 59.09	CGO
null	null	9.30	null	6498	9.15	null	11.71	0.01	0.02	-0.46	-3.09	0.19	null	null	0.01 - 0.11%	0.11%	null	CAD	9.21	9.21	9.21 - 9.21	null	null	null	4/8/2016	0.40	4.40	-24.71M	null	0.00	null	-1.38	null	3/29/2016	9.19	null	null	null	null	null	null	null	4/8/2016	9.21	null	11:08am	11:08am - <b>9.21</b>	null	null	143.92M	null	CLARKE INC	null	null	9.21	null	0.00	null	null	-25.12%	0.11%	0.20%	-4.72%	2.11%	9.20	0.79	null	null	null	null	null	250.61	TOR	CKI.to	null	null	9.67	320	12.30	9.02	9.02 - 12.30	CKI
null	null	74.95	null	null	67.00	null	0.00	0.00	null	null	-38.50	1.50	null	null	0.00 - 0.00%	0.00%	null	CAD	64.50	63.00	63.00 - 64.50	null	null	null	null	null	null	null	null	0.00	null	null	null	null	null	null	null	null	null	null	null	null	4/5/2016	64.50	null	10:58am	10:58am - <b>64.50</b>	null	null	null	null	COLABOR GROUP INC 5.70 CONV DEB	null	null	null	null	0.00	null	null	-37.38%	0.00%	null	null	2.38%	64.50	null	null	null	null	null	null	null	TOR	GCL-DBA.to	null	null	null	75000	103.00	63.00	63.00 - 103.00	GCL.DB.A
null	null	10.60	null	12323	10.50	null	0.00	0.10	0.15	-0.01	-2.69	1.20	null	null	0.10 - 0.96%	0.96%	null	CAD	10.50	10.50	10.50 - 10.50	null	null	null	4/15/2016	0.84	7.84	0.00	null	0.00	null	-1.56	null	2/25/2016	10.35	null	null	null	null	null	null	null	4/8/2016	10.50	null	3:35pm	3:35pm - <b>10.50</b>	null	null	null	null	COMPASS INCOME FUND	null	null	10.50	null	0.00	null	null	-20.39%	0.96%	1.44%	-0.10%	12.90%	10.40	null	null	null	null	null	null	0.00	TOR	CMZ-UN.to	null	null	10.51	5650	13.19	9.30	9.30 - 13.19	CMZ.UN
null	null	48.85	null	72984	48.64	null	3.68	-0.04	1.73	-6.09	-17.95	18.61	null	null	-0.04 - -0.08%	-0.08%	null	CAD	49.02	47.84	47.84 - 49.02	null	null	null	1/8/2016	0.11	0.23	175.07M	2.39	0.55	null	0.62	null	12/29/2015	47.03	null	null	null	null	null	null	null	4/8/2016	48.76	null	4:00pm	4:00pm - <b>48.76</b>	null	null	1.88B	null	COLLIERS INTERNATIONAL GROUP IN	null	null	48.90	null	2.39	78.77	null	-26.91%	-0.08%	3.69%	-11.10%	61.72%	48.80	13.26	20.40	18.68	null	1.09	null	1.85	TOR	CIG.to	null	null	54.85	30121	66.71	30.15	30.15 - 66.71	CIG
null	null	0.44	null	78305	0.43	null	0.31	0.01	0.07	0.05	-0.07	0.12	null	null	0.01 - 2.38%	2.38%	null	CAD	0.43	0.41	0.41 - 0.43	null	null	null	null	null	null	-3.23M	-0.02	0.00	null	-0.04	null	null	0.36	null	null	null	null	null	null	null	4/8/2016	0.43	null	3:11pm	3:11pm - <b>0.43</b>	null	null	60.92M	null	COLUMBUS GOLD CORP	null	null	0.42	null	0.00	null	null	-14.00%	2.38%	20.60%	12.46%	38.71%	0.42	1.38	null	null	null	null	null	0.00	TOR	CGT.to	null	null	0.38	24750	0.50	0.31	0.31 - 0.50	CGT
null	null	0.85	null	837	0.75	null	0.00	0.00	0.02	-0.00	-0.34	0.30	null	null	0.00 - 0.00%	0.00%	null	CAD	0.80	0.80	0.80 - 0.80	null	null	null	null	null	null	0.00	null	0.00	null	null	null	null	0.78	null	null	null	null	null	null	null	4/5/2016	0.80	null	2:09pm	2:09pm - <b>0.80</b>	null	null	null	null	COMMERCE SPLIT CORP CAPITAL SHA	null	null	0.80	null	0.00	null	null	-29.82%	0.00%	3.09%	-0.18%	60.00%	0.80	null	null	null	null	null	null	0.00	TOR	YCM.to	null	null	0.80	716	1.14	0.50	0.50 - 1.14	YCM
null	null	17.10	null	283180	17.04	null	21.50	0.23	-0.85	-1.75	-3.01	0.24	null	null	0.23 - 1.36%	1.36%	null	CAD	17.11	16.86	16.86 - 17.11	null	null	null	4/15/2016	1.47	8.53	485.80M	1.77	0.00	null	1.60	null	6/26/2015	17.95	null	null	null	null	null	null	null	4/8/2016	17.10	null	4:00pm	4:00pm - <b>17.10</b>	null	null	2.91B	null	COMINAR R E UN	null	null	16.95	null	0.00	10.71	null	-14.97%	1.36%	-4.73%	-9.28%	1.42%	16.87	0.78	null	null	null	3.19	null	4.92	TOR	CUF-UN.to	null	null	18.85	262275	20.11	16.86	16.86 - 20.11	CUF.UN
null	null	34.66	null	586275	34.55	null	24.30	-0.86	-3.80	-10.41	-83.11	6.03	null	null	-0.86 - -2.42%	-2.42%	null	CAD	35.98	34.31	34.31 - 35.98	null	null	null	4/29/2016	0.40	1.12	161.97M	6.40	1.53	null	0.14	null	1/13/2016	38.44	null	null	null	null	null	null	null	4/8/2016	34.64	null	4:00pm	4:00pm - <b>34.64</b>	null	null	1.76B	null	CONCORDIA HEALTHCARE CORP	null	null	35.65	null	0.00	247.43	null	-70.58%	-2.42%	-9.90%	-23.10%	21.08%	35.50	1.46	5.41	4.59	null	7.18	null	0.77	TOR	CXR.to	null	null	45.05	332342	117.75	28.61	28.61 - 117.75	CXR
null	null	10.05	null	138351	9.98	null	0.79	0.02	-0.04	-0.15	-4.56	2.37	null	null	0.02 - 0.20%	0.20%	null	CAD	10.09	9.97	9.97 - 10.09	null	null	null	3/15/2016	0.40	3.99	38.97M	0.36	0.10	null	0.37	null	3/3/2016	10.08	null	null	null	null	null	null	null	4/8/2016	10.04	null	4:00pm	4:00pm - <b>10.04</b>	null	null	790.65M	null	COMPUTER MODELLING GROUP LTD	null	null	10.07	null	-55.66	27.14	null	-31.23%	0.20%	-0.43%	-1.44%	30.90%	10.02	12.72	27.89	27.89	null	9.60	null	23.86	TOR	CMG.to	null	null	10.19	51044	14.60	7.67	7.67 - 14.60	CMG
null	null	1.02	null	29903	0.98	null	0.44	0.00	0.09	0.07	-0.97	0.38	null	null	0.00 - 0.00%	0.00%	null	CAD	1.01	0.94	0.94 - 1.01	null	null	null	null	null	null	-10.48M	-0.40	-0.06	null	-0.02	null	null	0.89	null	null	null	null	null	null	null	4/8/2016	0.98	null	2:55pm	2:55pm - <b>0.98</b>	null	null	339.20M	null	CONDOR PETROLEUM INC	null	null	1.00	null	0.00	null	null	-49.74%	0.00%	10.32%	8.07%	63.33%	0.98	2.24	null	null	null	270.28	null	0.00	TOR	CPI.to	null	null	0.91	26200	1.95	0.60	0.60 - 1.95	CPI
null	null	0.20	null	42621	0.19	null	20.49	0.00	-0.03	-0.11	-2.70	0.18	null	null	0.00 - 0.00%	0.00%	null	CAD	0.20	0.19	0.19 - 0.20	null	null	null	null	null	null	-21.92M	null	0.00	null	-7.34	null	null	0.22	null	null	null	null	null	null	null	4/8/2016	0.19	null	12:46pm	12:46pm - <b>0.19</b>	null	null	5.38M	null	CONNACHER OIL AND GAS LIMITED	null	null	0.19	null	0.00	null	null	-93.43%	0.00%	-13.86%	-36.56%	1800.00%	0.19	0.01	null	null	null	0.02	null	0.00	TOR	CLC.to	null	null	0.30	8278	2.89	0.01	0.01 - 2.89	CLC
null	null	2.19	null	21489	2.07	null	5.05	-0.04	-0.17	-0.33	-5.32	0.57	null	null	-0.04 - -1.90%	-1.90%	null	CAD	2.14	2.01	2.01 - 2.14	null	null	null	null	null	null	1.57M	0.61	0.00	null	-0.82	null	null	2.24	null	null	null	null	null	null	null	4/8/2016	2.07	null	3:59pm	3:59pm - <b>2.07</b>	null	null	43.69M	null	CONIFEX TIMBER INC	null	null	2.05	null	0.06	null	null	-71.99%	-1.90%	-7.48%	-13.60%	38.00%	2.11	0.42	3.39	2.76	null	0.13	null	22.27	TOR	CFF.to	null	null	2.40	20400	7.39	1.50	1.50 - 7.39	CFF
null	null	0.32	null	2733	0.30	null	0.63	0.00	-0.01	-0.00	-0.20	0.04	null	null	0.00 - 0.00%	0.00%	null	CAD	0.30	0.30	0.30 - 0.30	null	null	null	null	null	null	0.00	null	0.00	null	-0.07	null	null	0.31	null	null	null	null	null	null	null	4/7/2016	0.30	null	11:26am	11:26am - <b>0.30</b>	null	null	3.51M	null	CONTINENTAL PRECIOUS MINERALS I	null	null	0.30	null	0.00	null	null	-40.00%	0.00%	-3.40%	-1.52%	15.38%	0.30	0.47	null	null	null	null	null	0.00	TOR	CZQ.to	null	null	0.30	1000	0.50	0.26	0.26 - 0.50	CZQ
null	null	529.49	null	67208	526.95	null	15.92	-0.14	-2.60	-13.80	-68.91	101.10	null	null	-0.14 - -0.03%	-0.03%	null	CAD	537.46	526.03	526.03 - 537.46	null	null	null	4/5/2016	5.23	0.99	427.08M	19.91	4.85	null	8.36	null	3/16/2016	531.69	null	null	null	null	null	null	null	4/8/2016	529.09	null	4:15pm	4:15pm - <b>529.09</b>	null	null	11.21B	null	CONSTELLATION SOFTWARE INC.	null	null	532.51	null	0.98	63.29	null	-11.52%	-0.03%	-0.49%	-2.54%	23.62%	529.23	33.25	26.57	23.26	null	6.10	null	3.88	TOR	CSU.to	null	null	542.89	25806	598.00	427.99	427.99 - 598.00	CSU
null	null	0.99	null	3092	0.91	null	1.09	0.00	-0.34	-1.05	-1.63	0.60	null	null	0.00 - 0.00%	0.00%	null	CAD	0.90	0.90	0.90 - 0.90	null	null	null	6/18/2015	0.00	0.00	0.00	null	0.00	null	0.06	null	6/19/2015	1.24	null	null	null	null	null	null	null	3/29/2016	0.90	null	9:29am	9:29am - <b>0.90</b>	null	null	18.52M	null	CONS HCI CL B	null	null	0.90	null	0.00	14.06	null	-64.43%	0.00%	-27.32%	-53.93%	200.00%	0.90	0.83	null	null	null	17.84	null	0.00	TOR	CXA-B.to	null	null	1.95	100	2.53	0.30	0.30 - 2.53	CXA.B
null	null	7.30	null	null	7.26	null	0.00	-0.01	7.28	7.28	-1.71	0.26	null	null	-0.01 - -0.14%	-0.14%	null	CAD	7.28	7.20	7.20 - 7.28	null	null	null	4/15/2016	null	null	0.00	null	0.00	null	null	null	null	0.00	null	null	null	null	null	null	null	4/8/2016	7.28	null	12:52pm	12:52pm - <b>7.28</b>	null	null	29.99B	null	CONVERTIBLE DEBENTURES INCOME F	null	null	7.20	null	0.00	null	null	-19.02%	-0.14%	inf%	inf%	3.70%	7.29	null	null	null	null	null	null	0.00	TOR	OCV-UN.to	null	null	0.00	1300	8.99	7.02	7.02 - 8.99	OCV.UN
null	null	109.00	null	null	108.75	null	0.00	0.00	null	null	0.00	0.00	null	null	0.00 - 0.00%	0.00%	null	CAD	108.75	108.75	108.75 - 108.75	null	null	null	null	null	null	null	null	0.00	null	null	null	null	null	null	null	null	null	null	null	null	4/6/2016	108.75	null	2:03pm	2:03pm - <b>108.75</b>	null	null	null	null	CONSTELLATION SOFTWARE INC DEBS	null	null	null	null	0.00	null	null	0.00%	0.00%	null	null	0.00%	108.75	null	null	null	null	null	null	null	TOR	CSU-DB.to	null	null	null	120000	108.75	108.75	108.75 - 108.75	CSU.DB
null	null	2.10	null	442813	2.05	null	1.75	0.07	0.43	0.44	-1.21	0.79	null	null	0.07 - 3.50%	3.50%	null	CAD	2.10	1.99	1.99 - 2.10	null	null	null	null	null	null	-7.49M	-0.08	-0.01	null	-0.34	null	null	1.64	null	null	null	null	null	null	null	4/8/2016	2.07	null	4:00pm	4:00pm - <b>2.07</b>	null	null	268.17M	null	CONTINENTAL GOLD INC	null	null	1.99	null	0.00	null	null	-36.89%	3.50%	26.11%	27.17%	61.72%	2.00	1.14	null	null	null	null	null	1.49	TOR	CNL.to	null	null	1.63	616084	3.28	1.28	1.28 - 3.28	CNL
null	null	0.49	null	303479	0.48	null	0.99	0.02	-0.07	-0.01	-1.25	0.15	null	null	0.02 - 4.35%	4.35%	null	CAD	0.49	0.48	0.48 - 0.49	null	null	null	null	null	null	15.77M	-0.02	0.01	null	-0.66	null	null	0.55	null	null	null	null	null	null	null	4/8/2016	0.48	null	3:59pm	3:59pm - <b>0.48</b>	null	null	58.04M	null	COPPER MOUNTAIN MINING CORP	null	null	0.49	null	0.50	null	null	-72.25%	4.35%	-12.86%	-1.03%	45.45%	0.46	0.46	null	4.00	null	0.23	null	10.44	TOR	CUM.to	null	null	0.49	165640	1.73	0.33	0.33 - 1.73	CUM
null	null	18.79	null	14904	18.60	null	0.00	0.12	0.29	-0.16	-5.67	1.19	null	null	0.12 - 0.65%	0.65%	null	CAD	18.76	18.56	18.56 - 18.76	null	null	null	3/11/2016	null	null	0.00	null	0.00	null	null	null	2/24/2016	18.40	null	null	null	null	null	null	null	4/8/2016	18.69	null	4:00pm	4:00pm - <b>18.69</b>	null	null	453.69B	null	CORBY SPIRIT AND WINE LTD CLASS	null	null	18.72	null	0.00	23.96	null	-23.28%	0.65%	1.57%	-0.84%	6.80%	18.57	null	null	null	null	null	null	0.00	TOR	CSW-A.to	null	null	18.85	3674	24.36	17.50	17.50 - 24.36	CSW.A
null	null	17.53	null	3179	17.41	null	0.00	-0.14	0.08	0.02	-5.06	1.55	null	null	-0.14 - -0.80%	-0.80%	null	CAD	17.54	17.41	17.41 - 17.54	null	null	null	3/11/2016	null	null	0.00	null	0.00	null	null	null	2/24/2016	17.33	null	null	null	null	null	null	null	4/8/2016	17.41	null	10:50am	10:50am - <b>17.41</b>	null	null	73.03B	null	CORBY SPIRIT AND WINE LTD CLASS	null	null	17.54	null	0.00	22.61	null	-22.52%	-0.80%	0.44%	0.09%	9.77%	17.55	null	null	null	null	null	null	0.00	TOR	CSW-B.to	null	null	17.39	200	22.47	15.86	15.86 - 22.47	CSW.B
null	null	5.69	null	702	5.43	null	0.00	0.00	-0.92	-1.16	-1.88	0.00	null	null	0.00 - 0.00%	0.00%	null	CAD	5.57	5.56	5.56 - 5.57	null	null	null	4/29/2016	null	null	0.00	null	0.00	null	null	null	7/13/2015	6.48	null	null	null	null	null	null	null	4/8/2016	5.56	null	12:23pm	12:23pm - <b>5.56</b>	null	null	null	null	CORE CANADIAN DIVIDEND TRUST	null	null	5.57	null	0.00	null	null	-25.27%	0.00%	-14.13%	-17.26%	0.00%	5.56	null	null	null	null	null	null	0.00	TOR	CDD-UN.to	null	null	6.72	3050	7.44	5.56	5.56 - 7.44	CDD.UN
null	null	0.04	null	165719	0.04	null	0.02	0.00	0.00	0.01	0.00	0.02	null	null	0.00 - 14.29%	14.29%	null	CAD	0.04	0.04	0.04 - 0.04	null	null	null	null	null	null	-592999.00	0.00	0.00	null	-0.08	null	null	0.04	null	null	null	null	null	null	null	4/8/2016	0.04	null	3:53pm	3:53pm - <b>0.04</b>	null	null	6.37M	null	CORO MINING CORP.	null	null	0.04	null	0.00	null	null	0.00%	14.29%	2.94%	52.91%	100.00%	0.04	1.67	null	null	null	null	null	0.00	TOR	COP.to	null	null	0.03	74000	0.04	0.02	0.02 - 0.04	COP
null	null	0.50	null	48602	0.49	null	1.77	0.00	-0.07	0.02	-0.35	0.13	null	null	0.00 - 0.00%	0.00%	null	CAD	0.48	0.48	0.48 - 0.48	null	null	null	null	null	null	7.66M	0.03	0.00	null	-0.29	null	null	0.55	null	null	null	null	null	null	null	4/8/2016	0.48	null	3:33pm	3:33pm - <b>0.48</b>	null	null	42.54M	null	CORRIDOR RESOURCES INC.	null	null	0.48	null	0.00	null	null	-42.17%	0.00%	-13.04%	5.06%	37.14%	0.48	0.27	null	null	null	2.46	null	0.00	TOR	CDH.to	null	null	0.46	12500	0.83	0.35	0.35 - 0.83	CDH
null	null	11.57	null	null	11.30	null	-1.53	0.40	11.40	11.40	-5.15	1.50	null	null	0.40 - 3.64%	3.64%	null	CAD	11.40	11.30	11.30 - 11.40	null	null	null	4/7/2016	null	null	84.40M	null	0.00	null	-0.04	null	null	0.00	null	null	null	null	null	null	null	4/8/2016	11.40	null	11:11am	11:11am - <b>11.40</b>	null	null	644.58M	null	CPI CARD GROUP INC	null	null	11.40	null	0.00	null	null	-31.12%	3.64%	inf%	inf%	15.15%	11.00	null	null	null	null	1.66	null	0.00	TOR	PNT.to	null	null	0.00	1887	16.55	9.90	9.90 - 16.55	PNT
null	null	18.64	null	343703	18.51	null	5.83	0.26	1.48	3.66	-0.24	8.29	null	null	0.26 - 1.42%	1.42%	null	CAD	18.82	18.32	18.32 - 18.82	null	null	null	3/24/2016	0.32	1.73	350.70M	0.39	0.20	null	-0.03	null	3/7/2016	17.10	null	null	null	null	null	null	null	4/8/2016	18.58	null	4:00pm	4:00pm - <b>18.58</b>	null	null	2.04B	null	COTT CORP	null	null	18.38	null	0.00	null	null	-1.28%	1.42%	8.64%	24.53%	80.56%	18.32	3.14	47.64	33.78	null	0.68	null	1.85	TOR	BCB.to	null	null	14.92	139765	18.82	10.29	10.29 - 18.82	BCB
null	null	0.75	null	41519	0.67	null	0.09	-0.12	-0.03	0.12	-0.17	0.34	null	null	-0.12 - -15.19%	-15.19%	null	CAD	0.77	0.65	0.65 - 0.77	null	null	null	null	null	null	-7.54M	-0.06	0.00	null	-0.11	null	null	0.70	null	null	null	null	null	null	null	4/8/2016	0.67	null	3:59pm	3:59pm - <b>0.67</b>	null	null	56.58M	null	CORVUS GOLD INC	null	null	0.77	null	0.00	null	null	-20.24%	-15.19%	-4.60%	22.33%	103.03%	0.79	8.40	null	null	null	null	null	0.32	TOR	KOR.to	null	null	0.55	144900	0.84	0.33	0.33 - 0.84	KOR
null	null	7.60	null	37842	7.54	null	0.00	0.39	1.21	1.70	-7.54	2.83	null	null	0.39 - 5.41%	5.41%	null	CAD	7.66	7.30	7.30 - 7.66	null	null	null	null	null	null	0.00	null	0.00	null	null	null	null	6.39	null	null	null	null	null	null	null	4/8/2016	7.60	null	4:00pm	4:00pm - <b>7.60</b>	null	null	198.83B	null	CIPHER PHARMACEUTICALS INC	null	null	7.35	null	0.00	108.57	null	-49.80%	5.41%	18.86%	28.81%	59.33%	7.21	null	null	null	null	null	null	0.00	TOR	CPH.to	null	null	5.90	74906	15.14	4.77	4.77 - 15.14	CPH
null	null	11.80	null	534609	11.68	null	13.98	-0.02	0.82	0.49	-6.92	2.99	null	null	-0.02 - -0.17%	-0.17%	null	CAD	11.93	11.65	11.65 - 11.93	null	null	null	3/31/2016	1.14	9.60	279.79M	1.18	0.00	null	-0.41	null	3/11/2016	10.91	null	null	null	null	null	null	null	4/8/2016	11.73	null	4:00pm	4:00pm - <b>11.73</b>	null	null	1.03B	null	CORUS ENTERTAINMENT INC	null	null	11.86	null	0.00	null	null	-37.10%	-0.17%	7.49%	4.38%	34.21%	11.75	0.84	null	null	null	1.26	null	12.73	TOR	CJR-B.to	null	null	11.24	246063	18.65	8.74	8.74 - 18.65	CJR.B
